ibge;municipio;ano;populacao
315950;Santa Rita do Itueto;2015;5623
315960;Santa Rita do Sapucaí;2015;41195
315970;Santa Rosa da Serra;2015;3321
315980;Santa Vitória;2015;19197
315830;Santana da Vargem;2015;7213
315840;Santana de Cataguases;2015;3794
315850;Santana de Pirapama;2015;7862
315860;Santana do Deserto;2015;3957
315870;Santana do Garambéu;2015;2379
315880;Santana do Jacaré;2015;4766
315890;Santana do Manhuaçu;2015;8702
315895;Santana do Paraíso;2015;31703
315900;Santana do Riacho;2015;4210
315910;Santana dos Montes;2015;3826
315990;Santo Antônio do Amparo;2015;18155
316000;Santo Antônio do Aventureiro;2015;3603
316010;Santo Antônio do Grama;2015;4018
316020;Santo Antônio do Itambé;2015;3998
316030;Santo Antônio do Jacinto;2015;11791
316040;Santo Antônio do Monte;2015;27475
316045;Santo Antônio do Retiro;2015;7194
316050;Santo Antônio do Rio Abaixo;2015;1784
316060;Santo Hipólito;2015;3177
316070;Santos Dumont;2015;46765
316080;São Bento Abade;2015;5018
316090;São Brás do Suaçuí;2015;3669
316095;São Domingos das Dores;2015;5585
316100;São Domingos do Prata;2015;17495
316105;São Félix de Minas;2015;3401
316110;São Francisco;2015;55676
316120;São Francisco de Paula;2015;6559
316130;São Francisco de Sales;2015;6085
316140;São Francisco do Glória;2015;5028
316150;São Geraldo;2015;11545
316160;São Geraldo da Piedade;2015;4180
316165;São Geraldo do Baixio;2015;3814
316170;São Gonçalo do Abaeté;2015;6727
316180;São Gonçalo do Pará;2015;11629
316190;São Gonçalo do Rio Abaixo;2015;10507
312550;São Gonçalo do Rio Preto;2015;3143
316200;São Gonçalo do Sapucaí;2015;24975
316210;São Gotardo;2015;34154
316220;São João Batista do Glória;2015;7265
316225;São João da Lagoa;2015;4841
316230;São João da Mata;2015;2763
316240;São João da Ponte;2015;25448
316245;São João das Missões;2015;12549
316250;São João del Rei;2015;88339
316255;São João do Manhuaçu;2015;11076
316257;São João do Manteninha;2015;5612
316260;São João do Oriente;2015;7721
316265;São João do Pacuí;2015;4297
316270;São João do Paraíso;2015;23237
316280;São João Evangelista;2015;15802
316290;São João Nepomuceno;2015;25999
316292;São Joaquim de Bicas;2015;29187
316294;São José da Barra;2015;7202
316295;São José da Lapa;2015;22220
316300;São José da Safira;2015;4217
316310;São José da Varginha;2015;4691
316320;São José do Alegre;2015;4142
316330;São José do Divino;2015;3879
316340;São José do Goiabal;2015;5557
316350;São José do Jacuri;2015;6548
316360;São José do Mantimento;2015;2726
316370;São Lourenço;2015;44380
316380;São Miguel do Anta;2015;6915
316390;São Pedro da União;2015;4862
316410;São Pedro do Suaçuí;2015;5429
316400;São Pedro dos Ferros;2015;8094
316420;São Romão;2015;11534
316430;São Roque de Minas;2015;6947
316440;São Sebastião da Bela Vista;2015;5305
316443;São Sebastião da Vargem Alegre;2015;2939
316447;São Sebastião do Anta;2015;6250
316450;São Sebastião do Maranhão;2015;10387
316460;São Sebastião do Oeste;2015;6405
316470;São Sebastião do Paraíso;2015;68904
316480;São Sebastião do Rio Preto;2015;1565
316490;São Sebastião do Rio Verde;2015;2202
316520;São Thomé das Letras;2015;6955
316500;São Tiago;2015;10861
316510;São Tomás de Aquino;2015;7108
316530;São Vicente de Minas;2015;7488
316540;Sapucaí-Mirim;2015;6684
316550;Sardoá;2015;6041
316553;Sarzedo;2015;29978
316556;Sem-Peixe;2015;2747
316557;Senador Amaral;2015;5339
316560;Senador Cortes;2015;2014
316570;Senador Firmino;2015;7619
316580;Senador José Bento;2015;1674
316590;Senador Modestino Gonçalves;2015;4372
316600;Senhora de Oliveira;2015;5787
316610;Senhora do Porto;2015;3539
316620;Senhora dos Remédios;2015;10426
316630;Sericita;2015;7297
316640;Seritinga;2015;1839
316650;Serra Azul de Minas;2015;4295
316660;Serra da Saudade;2015;802
316680;Serra do Salitre;2015;11222
316670;Serra dos Aimorés;2015;8642
316690;Serrania;2015;7674
316695;Serranópolis de Minas;2015;4663
316700;Serranos;2015;1992
316710;Serro;2015;21074
316720;Sete Lagoas;2015;230343
316555;Setubinha;2015;11755
316730;Silveirânia;2015;2249
316740;Silvianópolis;2015;6195
316750;Simão Pereira;2015;2602
316760;Simonésia;2015;19205
316770;Sobrália;2015;5718
316780;Soledade de Minas;2015;5992
316790;Tabuleiro;2015;3923
316800;Taiobeiras;2015;33019
316805;Taparuba;2015;3146
316810;Tapira;2015;4522
316820;Tapiraí;2015;1889
316830;Taquaraçu de Minas;2015;3986
316840;Tarumirim;2015;14425
316850;Teixeiras;2015;11619
316860;Teófilo Otoni;2015;139145
316870;Timóteo;2015;86792
316880;Tiradentes;2015;7598
316890;Tiros;2015;6717
316900;Tocantins;2015;16425
316905;Tocos do Moji;2015;4068
316910;Toledo;2015;6091
316920;Tombos;2015;8747
316930;Três Corações;2015;77173
316935;Três Marias;2015;30846
316940;Três Pontas;2015;55933
316950;Tumiritinga;2015;6593
316960;Tupaciguara;2015;25029
316970;Turmalina;2015;19287
316980;Turvolândia;2015;4913
316990;Ubá;2015;110331
317000;Ubaí;2015;12260
317005;Ubaporanga;2015;12381
317010;Uberaba;2015;319898
317020;Uberlândia;2015;658609
317030;Umburatiba;2015;2673
317040;Unaí;2015;82062
317043;União de Minas;2015;4388
317047;Uruana de Minas;2015;3280
317050;Urucânia;2015;10410
317052;Urucuia;2015;15573
317057;Vargem Alegre;2015;6523
317060;Vargem Bonita;2015;2175
317065;Vargem Grande do Rio Pardo;2015;4927
317070;Varginha;2015;131174
317075;Varjão de Minas;2015;6743
317080;Várzea da Palma;2015;38195
317090;Varzelândia;2015;19383
317100;Vazante;2015;20374
317103;Verdelândia;2015;8988
317107;Veredinha;2015;5690
317110;Veríssimo;2015;3805
317115;Vermelho Novo;2015;4812
317120;Vespasiano;2015;118531
317130;Viçosa;2015;76572
317140;Vieiras;2015;3691
317160;Virgem da Lapa;2015;13802
317170;Virgínia;2015;8720
317180;Virginópolis;2015;10620
317190;Virgolândia;2015;5544
317200;Visconde do Rio Branco;2015;40879
317210;Volta Grande;2015;5214
317220;Wenceslau Braz;2015;2573
320010;Afonso Cláudio;2015;31123
320016;Água Doce do Norte;2015;11469
320013;Águia Branca;2015;9685
320020;Alegre;2015;30905
320030;Alfredo Chaves;2015;14459
320035;Alto Rio Novo;2015;7682
320040;Anchieta;2015;27148
320050;Apiacá;2015;7619
320060;Aracruz;2015;93525
320070;Atilio Vivacqua;2015;10943
320080;Baixo Guandu;2015;30450
320090;Barra de São Francisco;2015;43303
320100;Boa Esperança;2015;14813
320110;Bom Jesus do Norte;2015;9830
320115;Brejetuba;2015;12310
320120;Cachoeiro de Itapemirim;2015;202720
320130;Cariacica;2015;370512
320140;Castelo;2015;36661
320150;Colatina;2015;119078
320160;Conceição da Barra;2015;30202
320170;Conceição do Castelo;2015;12383
320180;Divino de São Lourenço;2015;4443
320190;Domingos Martins;2015;33293
320200;Dores do Rio Preto;2015;6659
320210;Ecoporanga;2015;23286
320220;Fundão;2015;19710
320225;Governador Lindenberg;2015;12011
320230;Guaçuí;2015;29824
320240;Guarapari;2015;117321
320245;Ibatiba;2015;24675
320250;Ibiraçu;2015;12020
320255;Ibitirama;2015;9010
320260;Iconha;2015;13399
320265;Irupi;2015;12769
320270;Itaguaçu;2015;14239
320280;Itapemirim;2015;33336
320290;Itarana;2015;10809
320300;Iúna;2015;28633
320305;Jaguaré;2015;28177
320310;Jerônimo Monteiro;2015;11516
320313;João Neiva;2015;16451
320316;Laranja da Terra;2015;11004
320320;Linhares;2015;160922
320330;Mantenópolis;2015;14724
320332;Marataízes;2015;36929
320334;Marechal Floriano;2015;15769
320335;Marilândia;2015;12032
320340;Mimoso do Sul;2015;26305
320350;Montanha;2015;18581
320360;Mucurici;2015;5639
320370;Muniz Freire;2015;18061
320380;Muqui;2015;15132
320390;Nova Venécia;2015;48783
320400;Pancas;2015;22683
320405;Pedro Canário;2015;25374
320410;Pinheiros;2015;25904
320420;Piúma;2015;20311
320425;Ponto Belo;2015;7545
320430;Presidente Kennedy;2015;10979
320435;Rio Bananal;2015;18610
320440;Rio Novo do Sul;2015;11606
320450;Santa Leopoldina;2015;12382
320455;Santa Maria de Jetibá;2015;38038
320460;Santa Teresa;2015;22997
320465;São Domingos do Norte;2015;8439
320470;São Gabriel da Palha;2015;35593
320480;São José do Calçado;2015;10596
320490;São Mateus;2015;122113
320495;São Roque do Canaã;2015;12027
320500;Serra;2015;477693
320501;Sooretama;2015;27574
320503;Vargem Alta;2015;20561
320506;Venda Nova do Imigrante;2015;23361
320510;Viana;2015;73078
320515;Vila Pavão;2015;9060
320517;Vila Valério;2015;14110
320520;Vila Velha;2015;463195
320530;Vitória;2015;346715
330010;Angra dos Reis;2015;190146
330015;Aperibé;2015;11166
330020;Araruama;2015;124245
330022;Areal;2015;12164
330023;Armação dos Búzios;2015;31327
330025;Arraial do Cabo;2015;29562
330030;Barra do Piraí;2015;98708
330040;Barra Mansa;2015;183544
330045;Belford Roxo;2015;490112
330050;Bom Jardim;2015;26733
330060;Bom Jesus do Itabapoana;2015;36675
330070;Cabo Frio;2015;210352
330080;Cachoeiras de Macacu;2015;57268
330090;Cambuci;2015;15154
330100;Campos dos Goytacazes;2015;492034
330110;Cantagalo;2015;20192
330093;Carapebus;2015;15140
330115;Cardoso Moreira;2015;12834
330120;Carmo;2015;18503
330130;Casimiro de Abreu;2015;40595
330095;Comendador Levy Gasparian;2015;8419
330140;Conceição de Macabu;2015;22529
330150;Cordeiro;2015;21443
330160;Duas Barras;2015;11338
330170;Duque de Caxias;2015;898511
330180;Engenheiro Paulo de Frontin;2015;13873
330185;Guapimirim;2015;57146
330187;Iguaba Grande;2015;26104
330190;Itaboraí;2015;232657
330200;Itaguaí;2015;120537
330205;Italva;2015;14825
330210;Itaocara;2015;23284
330220;Itaperuna;2015;100783
330225;Itatiaia;2015;30722
330227;Japeri;2015;101505
330230;Laje do Muriaé;2015;7478
330240;Macaé;2015;236432
330245;Macuco;2015;5499
330250;Magé;2015;238992
330260;Mangaratiba;2015;41153
330270;Maricá;2015;147482
330280;Mendes;2015;18469
330285;Mesquita;2015;174152
330290;Miguel Pereira;2015;25354
330300;Miracema;2015;27260
330310;Natividade;2015;15344
330320;Nilópolis;2015;161614
330330;Niterói;2015;506326
330340;Nova Friburgo;2015;188450
330350;Nova Iguaçu;2015;823568
330360;Paracambi;2015;50308
330370;Paraíba do Sul;2015;43120
330380;Paraty;2015;41007
330385;Paty do Alferes;2015;27341
330390;Petrópolis;2015;304301
330395;Pinheiral;2015;24265
330400;Piraí;2015;28261
330410;Porciúncula;2015;18377
330411;Porto Real;2015;18464
330412;Quatis;2015;13748
330414;Queimados;2015;146065
330415;Quissamã;2015;22904
330420;Resende;2015;127275
330430;Rio Bonito;2015;58615
330440;Rio Claro;2015;18162
330450;Rio das Flores;2015;9045
330452;Rio das Ostras;2015;131755
330455;Rio de Janeiro;2015;6597886
330460;Santa Maria Madalena;2015;10457
330470;Santo Antônio de Pádua;2015;41996
330480;São Fidélis;2015;38497
330475;São Francisco de Itabapoana;2015;42187
330490;São Gonçalo;2015;1055966
330500;São João da Barra;2015;35115
330510;São João de Meriti;2015;470314
330513;São José de Ubá;2015;7337
330515;São José do Vale do Rio Preto;2015;21290
330520;São Pedro da Aldeia;2015;97954
330530;São Sebastião do Alto;2015;9230
330540;Sapucaia;2015;17975
330550;Saquarema;2015;83187
330555;Seropédica;2015;84129
330560;Silva Jardim;2015;21771
330570;Sumidouro;2015;15426
330575;Tanguá;2015;32926
330580;Teresópolis;2015;175702
330590;Trajano de Moraes;2015;10566
330600;Três Rios;2015;80758
330610;Valença;2015;75093
330615;Varre-Sai;2015;10555
330620;Vassouras;2015;36075
330630;Volta Redonda;2015;268030
350010;Adamantina;2015;34886
350020;Adolfo;2015;3598
350030;Aguaí;2015;34859
350040;Águas da Prata;2015;8005
350050;Águas de Lindóia;2015;18271
350055;Águas de Santa Bárbara;2015;5931
350060;Águas de São Pedro;2015;3159
350070;Agudos;2015;36427
350075;Alambari;2015;5586
350080;Alfredo Marcondes;2015;4089
350090;Altair;2015;4053
350100;Altinópolis;2015;16104
350110;Alto Alegre;2015;4145
350115;Alumínio;2015;18038
350120;Álvares Florence;2015;3816
350130;Álvares Machado;2015;24565
350140;Álvaro de Carvalho;2015;5029
350150;Alvinlândia;2015;3158
350160;Americana;2015;229380
350170;Américo Brasiliense;2015;38277
350180;Américo de Campos;2015;5917
350190;Amparo;2015;70161
350200;Analândia;2015;4739
350210;Andradina;2015;56970
350220;Angatuba;2015;24166
350230;Anhembi;2015;6323
350240;Anhumas;2015;3993
350250;Aparecida;2015;36040
350260;Aparecida d'Oeste;2015;4354
350270;Apiaí;2015;25000
350275;Araçariguama;2015;20268
350280;Araçatuba;2015;192322
350290;Araçoiaba da Serra;2015;31486
350300;Aramina;2015;5474
350310;Arandu;2015;6322
350315;Arapeí;2015;2507
350320;Araraquara;2015;226503
350330;Araras;2015;128880
350335;Arco-Íris;2015;1870
350340;Arealva;2015;8335
350350;Areias;2015;3844
350360;Areiópolis;2015;11007
350370;Ariranha;2015;9277
350380;Artur Nogueira;2015;50470
350390;Arujá;2015;84196
350395;Aspásia;2015;1836
350400;Assis;2015;101428
350410;Atibaia;2015;137159
350420;Auriflama;2015;14917
350430;Avaí;2015;5265
350440;Avanhandava;2015;12762
350450;Avaré;2015;88222
350460;Bady Bassitt;2015;16409
350470;Balbinos;2015;4898
350480;Bálsamo;2015;8764
350490;Bananal;2015;10744
350500;Barão de Antonina;2015;3351
350510;Barbosa;2015;7125
350520;Bariri;2015;34022
350530;Barra Bonita;2015;36129
350535;Barra do Chapéu;2015;5574
350540;Barra do Turvo;2015;7773
350550;Barretos;2015;118999
350560;Barrinha;2015;31258
350570;Barueri;2015;262360
350580;Bastos;2015;20956
350590;Batatais;2015;60517
350600;Bauru;2015;366354
350610;Bebedouro;2015;77247
350620;Bento de Abreu;2015;2877
350630;Bernardino de Campos;2015;11104
350635;Bertioga;2015;57030
350640;Bilac;2015;7685
350650;Birigui;2015;118381
350660;Biritiba-Mirim;2015;31171
350670;Boa Esperança do Sul;2015;14519
350680;Bocaina;2015;11813
350690;Bofete;2015;10923
350700;Boituva;2015;56046
350710;Bom Jesus dos Perdões;2015;23184
350715;Bom Sucesso de Itararé;2015;3827
350720;Borá;2015;832
350730;Boracéia;2015;4629
350740;Borborema;2015;15549
350745;Borebi;2015;2522
350750;Botucatu;2015;139603
350760;Bragança Paulista;2015;160795
350770;Braúna;2015;5453
350775;Brejo Alegre;2015;2767
350780;Brodowski;2015;23514
350790;Brotas;2015;23418
350800;Buri;2015;19512
350810;Buritama;2015;16566
350820;Buritizal;2015;4340
350830;Cabrália Paulista;2015;4355
350840;Cabreúva;2015;46660
350850;Caçapava;2015;91076
350860;Cachoeira Paulista;2015;32257
350870;Caconde;2015;18888
350880;Cafelândia;2015;17446
350890;Caiabu;2015;4184
350900;Caieiras;2015;95958
350910;Caiuá;2015;5568
350920;Cajamar;2015;72020
350925;Cajati;2015;28780
350930;Cajobi;2015;10314
350940;Cajuru;2015;25214
350945;Campina do Monte Alegre;2015;5887
350950;Campinas;2015;1163050
350960;Campo Limpo Paulista;2015;80888
350970;Campos do Jordão;2015;50751
350980;Campos Novos Paulista;2015;4830
350990;Cananéia;2015;12537
350995;Canas;2015;4861
351000;Cândido Mota;2015;31002
351010;Cândido Rodrigues;2015;2768
351015;Canitar;2015;4898
351020;Capão Bonito;2015;47224
351030;Capela do Alto;2015;19526
351040;Capivari;2015;53190
351050;Caraguatatuba;2015;113694
351060;Carapicuíba;2015;391405
351070;Cardoso;2015;12229
351080;Casa Branca;2015;29792
351090;Cássia dos Coqueiros;2015;2600
351100;Castilho;2015;19905
351110;Catanduva;2015;119182
351120;Catiguá;2015;7589
351130;Cedral;2015;8777
351140;Cerqueira César;2015;19116
351150;Cerquilho;2015;45350
351160;Cesário Lange;2015;17191
351170;Charqueada;2015;16445
355720;Chavantes;2015;12418
351190;Clementina;2015;8024
351200;Colina;2015;18182
351210;Colômbia;2015;6182
351220;Conchal;2015;27106
351230;Conchas;2015;17378
351240;Cordeirópolis;2015;23268
351250;Coroados;2015;5761
351260;Coronel Macedo;2015;4874
351270;Corumbataí;2015;4019
351280;Cosmópolis;2015;67095
351290;Cosmorama;2015;7345
351300;Cotia;2015;230645
351310;Cravinhos;2015;34081
351320;Cristais Paulista;2015;8263
351330;Cruzália;2015;2184
351340;Cruzeiro;2015;80829
351350;Cubatão;2015;126819
351360;Cunha;2015;21922
351370;Descalvado;2015;32906
351380;Diadema;2015;411756
351385;Dirce Reis;2015;1766
351390;Divinolândia;2015;11400
351400;Dobrada;2015;8588
351410;Dois Córregos;2015;26481
351420;Dolcinópolis;2015;2130
351430;Dourado;2015;8852
351440;Dracena;2015;45736
351450;Duartina;2015;12494
351460;Dumont;2015;9212
351470;Echaporã;2015;6264
351480;Eldorado;2015;15285
351490;Elias Fausto;2015;17081
351492;Elisiário;2015;3456
351495;Embaúba;2015;2466
351500;Embu das Artes;2015;261872
351510;Embu-Guaçu;2015;67210
351512;Emilianópolis;2015;3163
351515;Engenheiro Coelho;2015;18762
351518;Espírito Santo do Pinhal;2015;43739
351519;Espírito Santo do Turvo;2015;4623
355730;Estiva Gerbi;2015;10869
351520;Estrela d'Oeste;2015;8417
351530;Estrela do Norte;2015;2748
351535;Euclides da Cunha Paulista;2015;9568
351540;Fartura;2015;15893
351560;Fernando Prestes;2015;5735
351550;Fernandópolis;2015;67910
351565;Fernão;2015;1667
351570;Ferraz de Vasconcelos;2015;184891
351580;Flora Rica;2015;1607
351590;Floreal;2015;2986
351600;Flórida Paulista;2015;14006
351610;Florínia;2015;2773
351620;Franca;2015;341729
351630;Francisco Morato;2015;168293
351640;Franco da Rocha;2015;146038
351650;Gabriel Monteiro;2015;2776
351660;Gália;2015;6824
351670;Garça;2015;44307
351680;Gastão Vidigal;2015;4588
351685;Gavião Peixoto;2015;4677
351690;General Salgado;2015;10898
351700;Getulina;2015;11248
351710;Glicério;2015;4757
351720;Guaiçara;2015;11637
351730;Guaimbê;2015;5677
351740;Guaíra;2015;39734
351750;Guapiaçu;2015;20100
351760;Guapiara;2015;17715
351770;Guará;2015;20847
351780;Guaraçaí;2015;8463
351790;Guaraci;2015;10773
351800;Guarani d'Oeste;2015;2008
351810;Guarantã;2015;6622
351820;Guararapes;2015;32260
351830;Guararema;2015;28371
351840;Guaratinguetá;2015;118815
351850;Guareí;2015;16971
351860;Guariba;2015;38496
351870;Guarujá;2015;310788
351880;Guarulhos;2015;1324574
351885;Guatapará;2015;7434
351890;Guzolândia;2015;5097
351900;Herculândia;2015;9262
351905;Holambra;2015;13485
351907;Hortolândia;2015;216468
351910;Iacanga;2015;11086
351920;Iacri;2015;6433
351925;Iaras;2015;8073
351930;Ibaté;2015;33551
351940;Ibirá;2015;11865
351950;Ibirarema;2015;7382
351960;Ibitinga;2015;57642
351970;Ibiúna;2015;76343
351980;Icém;2015;7987
351990;Iepê;2015;8013
352000;Igaraçu do Tietê;2015;24361
352010;Igarapava;2015;29665
352020;Igaratá;2015;9326
352030;Iguape;2015;30299
352042;Ilha Comprida;2015;10340
352044;Ilha Solteira;2015;26258
352040;Ilhabela;2015;32352
352050;Indaiatuba;2015;232226
352060;Indiana;2015;4911
352070;Indiaporã;2015;3942
352080;Inúbia Paulista;2015;3874
352090;Ipaussu;2015;14554
352100;Iperó;2015;33627
352110;Ipeúna;2015;6951
352115;Ipiguá;2015;5039
352120;Iporanga;2015;4300
352130;Ipuã;2015;15586
352140;Iracemápolis;2015;22636
352150;Irapuã;2015;7762
352160;Irapuru;2015;8160
352170;Itaberá;2015;17880
352180;Itaí;2015;26040
352190;Itajobi;2015;15115
352200;Itaju;2015;3616
352210;Itanhaém;2015;96389
352215;Itaóca;2015;3320
352220;Itapecerica da Serra;2015;167385
352230;Itapetininga;2015;157038
352240;Itapeva;2015;92456
352250;Itapevi;2015;223935
352260;Itapira;2015;72824
352265;Itapirapuã Paulista;2015;4127
352270;Itápolis;2015;42229
352280;Itaporanga;2015;15048
352290;Itapuí;2015;13339
352300;Itapura;2015;4716
352310;Itaquaquecetuba;2015;353136
352320;Itararé;2015;49914
352330;Itariri;2015;16756
352340;Itatiba;2015;113589
352350;Itatinga;2015;19751
352360;Itirapina;2015;17189
352370;Itirapuã;2015;6311
352380;Itobi;2015;7796
352390;Itu;2015;167067
352400;Itupeva;2015;54662
352410;Ituverava;2015;40893
352420;Jaborandi;2015;6855
352430;Jaboticabal;2015;75622
352440;Jacareí;2015;226263
352450;Jaci;2015;6519
352460;Jacupiranga;2015;17768
352470;Jaguariúna;2015;52280
352480;Jales;2015;48712
352490;Jambeiro;2015;6119
352500;Jandira;2015;118949
352510;Jardinópolis;2015;41888
352520;Jarinu;2015;27628
352530;Jaú;2015;143380
352540;Jeriquara;2015;3194
352550;Joanópolis;2015;12721
352560;João Ramalho;2015;4407
352570;José Bonifácio;2015;35535
352580;Júlio Mesquita;2015;4675
352585;Jumirim;2015;3152
352590;Jundiaí;2015;401894
352600;Junqueirópolis;2015;20039
352610;Juquiá;2015;19208
352620;Juquitiba;2015;30587
352630;Lagoinha;2015;4925
352640;Laranjal Paulista;2015;27380
352650;Lavínia;2015;10694
352660;Lavrinhas;2015;7042
352670;Leme;2015;99364
352680;Lençóis Paulista;2015;66075
352690;Limeira;2015;296117
352700;Lindóia;2015;7505
352710;Lins;2015;75947
352720;Lorena;2015;86938
352725;Lourdes;2015;2242
352730;Louveira;2015;44211
352740;Lucélia;2015;21158
352750;Lucianópolis;2015;2356
352760;Luís Antônio;2015;13489
352770;Luiziânia;2015;5516
352780;Lupércio;2015;4531
352790;Lutécia;2015;2707
352800;Macatuba;2015;16949
352810;Macaubal;2015;8006
352820;Macedônia;2015;3723
352830;Magda;2015;3188
352840;Mairinque;2015;45924
352850;Mairiporã;2015;92759
352860;Manduri;2015;9575
352870;Marabá Paulista;2015;5456
352880;Maracaí;2015;13857
352885;Marapoama;2015;2887
352890;Mariápolis;2015;4054
352900;Marília;2015;231677
352910;Marinópolis;2015;2135
352920;Martinópolis;2015;25756
352930;Matão;2015;81247
352940;Mauá;2015;453327
352950;Mendonça;2015;5174
352960;Meridiano;2015;3886
352965;Mesópolis;2015;1919
352970;Miguelópolis;2015;21681
352980;Mineiros do Tietê;2015;12663
353000;Mira Estrela;2015;3002
352990;Miracatu;2015;20353
353010;Mirandópolis;2015;28964
353020;Mirante do Paranapanema;2015;17926
353030;Mirassol;2015;57804
353040;Mirassolândia;2015;4669
353050;Mococa;2015;68484
353060;Mogi das Cruzes;2015;424983
353070;Mogi Guaçu;2015;147055
353080;Mogi Mirim;2015;91241
353090;Mombuca;2015;3431
353100;Monções;2015;2228
353110;Mongaguá;2015;52711
353120;Monte Alegre do Sul;2015;7734
353130;Monte Alto;2015;49339
353140;Monte Aprazível;2015;23881
353150;Monte Azul Paulista;2015;19180
353160;Monte Castelo;2015;4165
353180;Monte Mor;2015;55631
353170;Monteiro Lobato;2015;4468
353190;Morro Agudo;2015;31621
353200;Morungaba;2015;12950
353205;Motuca;2015;4603
353210;Murutinga do Sul;2015;4402
353215;Nantes;2015;2983
353220;Narandiba;2015;4658
353230;Natividade da Serra;2015;6741
353240;Nazaré Paulista;2015;17791
353250;Neves Paulista;2015;8957
353260;Nhandeara;2015;11269
353270;Nipoã;2015;4854
353280;Nova Aliança;2015;6570
353282;Nova Campina;2015;9312
353284;Nova Canaã Paulista;2015;2005
353286;Nova Castilho;2015;1218
353290;Nova Europa;2015;10473
353300;Nova Granada;2015;20707
353310;Nova Guataporanga;2015;2280
353320;Nova Independência;2015;3613
353330;Nova Luzitânia;2015;3853
353340;Nova Odessa;2015;56874
353325;Novais;2015;5345
353350;Novo Horizonte;2015;39524
353360;Nuporanga;2015;7241
353370;Ocauçu;2015;4280
353380;Óleo;2015;2601
353390;Olímpia;2015;53265
353400;Onda Verde;2015;4209
353410;Oriente;2015;6401
353420;Orindiúva;2015;6527
353430;Orlândia;2015;42626
353440;Osasco;2015;691974
353450;Oscar Bressane;2015;2602
353460;Osvaldo Cruz;2015;32367
353470;Ourinhos;2015;110124
353480;Ouro Verde;2015;8318
353475;Ouroeste;2015;9607
353490;Pacaembu;2015;13921
353500;Palestina;2015;12254
353510;Palmares Paulista;2015;12383
353520;Palmeira d'Oeste;2015;9517
353530;Palmital;2015;22004
353540;Panorama;2015;15420
353550;Paraguaçu Paulista;2015;44683
353560;Paraibuna;2015;18051
353570;Paraíso;2015;6278
353580;Paranapanema;2015;19359
353590;Paranapuã;2015;4006
353600;Parapuã;2015;11030
353610;Pardinho;2015;6127
353620;Pariquera-Açu;2015;19329
353625;Parisi;2015;2127
353630;Patrocínio Paulista;2015;14090
353640;Paulicéia;2015;6991
353650;Paulínia;2015;98539
353657;Paulistânia;2015;1829
353660;Paulo de Faria;2015;8884
353670;Pederneiras;2015;44897
353680;Pedra Bela;2015;6021
353690;Pedranópolis;2015;2549
353700;Pedregulho;2015;16464
353710;Pedreira;2015;45624
353715;Pedrinhas Paulista;2015;3059
353720;Pedro de Toledo;2015;10955
353730;Penápolis;2015;61927
353740;Pereira Barreto;2015;25634
353750;Pereiras;2015;8225
353760;Peruíbe;2015;65258
353770;Piacatu;2015;5739
353780;Piedade;2015;54530
353790;Pilar do Sul;2015;28272
353800;Pindamonhangaba;2015;160713
353810;Pindorama;2015;16344
353820;Pinhalzinho;2015;14442
353830;Piquerobi;2015;3664
353850;Piquete;2015;14004
353860;Piracaia;2015;26631
353870;Piracicaba;2015;391014
353880;Piraju;2015;29540
353890;Pirajuí;2015;24535
353900;Pirangi;2015;11190
353910;Pirapora do Bom Jesus;2015;17700
353920;Pirapozinho;2015;26572
353930;Pirassununga;2015;74438
353940;Piratininga;2015;13091
353950;Pitangueiras;2015;38198
353960;Planalto;2015;4951
353970;Platina;2015;3430
353980;Poá;2015;113664
353990;Poloni;2015;5831
354000;Pompéia;2015;21346
354010;Pongaí;2015;3481
354020;Pontal;2015;46203
354025;Pontalinda;2015;4433
354030;Pontes Gestal;2015;2579
354040;Populina;2015;4238
354050;Porangaba;2015;9325
354060;Porto Feliz;2015;51813
354070;Porto Ferreira;2015;54657
354075;Potim;2015;22589
354080;Potirendaba;2015;16703
354085;Pracinha;2015;3591
354090;Pradópolis;2015;19907
354100;Praia Grande;2015;300709
354105;Pratânia;2015;5025
354110;Presidente Alves;2015;4151
354120;Presidente Bernardes;2015;13453
354130;Presidente Epitácio;2015;43404
354140;Presidente Prudente;2015;221872
354150;Presidente Venceslau;2015;39234
354160;Promissão;2015;38765
354165;Quadra;2015;3594
354170;Quatá;2015;13683
354180;Queiroz;2015;3179
354190;Queluz;2015;12631
354200;Quintana;2015;6430
354210;Rafard;2015;8969
354220;Rancharia;2015;29630
354230;Redenção da Serra;2015;3902
354240;Regente Feijó;2015;19699
354250;Reginópolis;2015;8708
354260;Registro;2015;56021
354270;Restinga;2015;7230
354280;Ribeira;2015;3384
354290;Ribeirão Bonito;2015;12883
354300;Ribeirão Branco;2015;17430
354310;Ribeirão Corrente;2015;4572
354320;Ribeirão do Sul;2015;4548
354323;Ribeirão dos Índios;2015;2233
354325;Ribeirão Grande;2015;7645
354330;Ribeirão Pires;2015;120162
354340;Ribeirão Preto;2015;667283
354360;Rifaina;2015;3583
354370;Rincão;2015;10746
354380;Rinópolis;2015;10069
354390;Rio Claro;2015;199737
354400;Rio das Pedras;2015;33075
354410;Rio Grande da Serra;2015;48357
354420;Riolândia;2015;11794
354350;Riversul;2015;5867
354425;Rosana;2015;18173
354430;Roseira;2015;10336
354440;Rubiácea;2015;2986
354450;Rubinéia;2015;3056
354460;Sabino;2015;5485
